Zeit t / s,Spannung U_A1 / V,Spannung U_B1 / V
65.8,0.109703030951747,0.0302349549362985
65.901,0.109481710801394,0.0302230458425355
66,0.10927600377027,0.0302851448733533
66.1,0.10905268222286,0.0301645487285986
66.201,0.108837171958849,0.0302085252867465
66.3,0.108623409079259,0.0301869176962472
66.4,0.108408290734611,0.0303051975740136
66.5,0.108189729179807,0.0303726850969749
66.6,0.107970308418565,0.0303967514711688
66.7,0.107746577671869,0.0302966582315608
66.801,0.107527821981104,0.0303293174997394
66.901,0.107299603913528,0.0302014486407523
67,0.107064069603205,0.0302780861350251
67.1,0.106842337114086,0.0302988861181397
67.2,0.106623625430765,0.0303511943751807
67.301,0.106415987990527,0.030330801176362
67.4,0.106211228219996,0.0303044551180185
67.5,0.106001403292598,0.0302100148957262
67.6,0.105807324888214,0.0302665657120196
67.7,0.105613209401097,0.0302464873993659
67.8,0.105416068509502,0.0302587590624599
67.9,0.105211822054368,0.0303070536344264
68,0.105007071190468,0.0301898989730009
68.101,0.104800524807846,0.0301656675709324
68.2,0.104595829266754,0.0302021936289403
68.3,0.10439396534283,0.0301018271870662
68.4,0.104183395989956,0.0301913895009819
68.501,0.103983003418828,0.0302118768036678
68.6,0.10378233231143,0.0301582078379999
68.7,0.103582467145748,0.0302044284832539
68.801,0.103383194959336,0.0301824452289737
68.9,0.103183646960165,0.0302025661161432
69,0.103004684359499,0.0302200678357941
69.1,0.102809216512918,0.0302825444769755
69.2,0.102619734944113,0.0301906442461899
69.301,0.102422324226704,0.0302427677304839
69.4,0.102232455707569,0.0302312338484555
69.5,0.102038816143662,0.0302133662474078
69.6,0.10185165683483,0.0303181876107395
69.7,0.10167422239683,0.0302003311240125
69.8,0.101484949623085,0.0302077804547107
69.901,0.101294101506455,0.0302676807833042
70.001,0.101112907187955,0.0303141056275787
70.101,0.100923250542182,0.0302405357095406
70.201,0.100742840936714,0.030330801176362
70.3,0.100562667029072,0.0302762282987825
70.4,0.100384747347393,0.0302327223385523
